Precio_H1,Precio_H2,Precio_H3,Precio_H4,Precio_H5,Precio_H6,Precio_H7,Precio_H8,Precio_H9,Precio_H10,Precio_H11,Precio_H12,Precio_H13,Precio_H14,Precio_H15,Precio_H16,Precio_H17,Precio_H18,Precio_H19,Precio_H20,Precio_H21,Precio_H22,Precio_H23,Precio_H24,FV_H1,FV_H2,FV_H3,FV_H4,FV_H5,FV_H6,FV_H7,FV_H8,FV_H9,FV_H10,FV_H11,FV_H12,FV_H13,FV_H14,FV_H15,FV_H16,FV_H17,FV_H18,FV_H19,FV_H20,FV_H21,FV_H22,FV_H23,FV_H24,Demanda_H1,Demanda_H2,Demanda_H3,Demanda_H4,Demanda_H5,Demanda_H6,Demanda_H7,Demanda_H8,Demanda_H9,Demanda_H10,Demanda_H11,Demanda_H12,Demanda_H13,Demanda_H14,Demanda_H15,Demanda_H16,Demanda_H17,Demanda_H18,Demanda_H19,Demanda_H20,Demanda_H21,Demanda_H22,Demanda_H23,Demanda_H24,SOC_Final_H1,SOC_Final_H2,SOC_Final_H3,SOC_Final_H4,SOC_Final_H5,SOC_Final_H6,SOC_Final_H7,SOC_Final_H8,SOC_Final_H9,SOC_Final_H10,SOC_Final_H11,SOC_Final_H12,SOC_Final_H13,SOC_Final_H14,SOC_Final_H15,SOC_Final_H16,SOC_Final_H17,SOC_Final_H18,SOC_Final_H19,SOC_Final_H20,SOC_Final_H21,SOC_Final_H22,SOC_Final_H23,SOC_Final_H24
25.49278391,29.01096212,61.24598278,53.70753081,62.20747012,52.35118135,85.73689986,69.96247126,87.84669786,82.43567939,58.3953951,87.57198857,69.09702587,72.71318933,75.95757018,51.2467801,60.34191837,65.91799946,30.53123595,45.5027535,32.82411146,40.28171756,34.61699336,26.45171372,0,0,0,0,0,0,0.942767586,1.993433826,2.380406519,3.15531665,3.412923796,3.595625064,3.476543544,3.014927921,2.32568307,0.558428429,0.825026226,0.111069264,0,0,0,0,0,0,1.783199926,1.895653417,1.839354312,1.79699204,2.182685671,1.720121783,1.414462136,1.583512171,1.283441008,1.288105767,1.63386373,1.928582218,1.618380861,2.313907079,2.240383784,2.320020355,1.885170188,1.835515128,1.436239418,1.596271125,1.448176299,1.399734569,1.666823411,1.601200853,0.852000016,1.000000009,0.999999998,1.000000002,1,1.000000009,0.999999977,0.999999982,0.326447588,0.326447589,0.678447607,0.199999993,0.199999996,0.199999997,0.199999991,0.200000181,0.200000183,0.199999991,0.552000007,0.199999994,0.20000001,0.199999994,0.199999994,0.49999999
22.01923596,14.96261561,19.18571508,37.13880773,39.68036612,49.3679464,38.93769135,54.00556046,56.83092287,73.65078533,69.70408214,78.09024112,77.89838266,75.64579971,73.38500228,74.17254684,61.71056237,65.50421255,67.38586376,49.65327529,52.69213531,37.8010323,40.49094671,30.79628365,0,0,0,0,0,0,1.460149021,3.11206515,4.367977919,5.556402007,6.137387932,2.015809187,6.07147957,5.433234268,1.408732822,3.133815187,1.622069689,0,0,0,0,0,0,0,1.635617082,1.782006418,2.234432977,2.171421242,2.140346316,1.875128727,1.549074056,1.263542097,1.074853146,1.355461211,1.472567004,1.95324686,1.89315525,2.143086832,2.065725085,2.008481331,2.086036428,1.514246181,1.755509263,1.474564559,1.128137639,1.337909586,1.562660034,1.954079742,0.500000002,0.852000019,1.000000009,1.000000007,1.000000008,0.999999968,1.000000008,1.000000008,1.000000009,1.000000001,1.000000002,0.531868464,0.200000011,0.200000004,0.200000002,0.199999993,0.199999996,0.199999997,0.199999991,0.199999993,0.199999991,0.199999995,0.199999994,0.49999999
33.00247659,39.56380443,30.19964736,34.48794553,25.35917176,45.2257888,49.46580938,50.72607714,59.05331834,39.2237638,59.72481693,55.86982505,77.72547607,66.83979652,64.49836569,76.60465474,79.31707708,87.6626451,80.56461827,63.43571985,56.97638121,52.6096934,32.49807318,37.63719079,0,0,0,0,0,0,1.594964311,3.197951333,4.447500707,5.459030407,6.033075534,6.375036242,6.146185124,5.642420534,4.415806412,3.039881595,1.480428793,0.018949675,0,0,0,0,0,0,1.890070772,1.940501887,1.917587044,1.985778393,1.680187152,1.43361851,1.344467019,1.631384291,1.158869943,1.581429286,1.459174729,1.418420094,1.619370642,1.782726372,2.354917437,2.291765688,2.080435437,1.527161582,1.33201453,1.42655058,1.24968956,1.429883678,1.544382376,1.478729999,0.500000005,0.441732879,0.647999989,0.647999991,1.000000008,1.000000007,1.000000007,1.000000008,0.647999989,1.000000007,1.000000007,1.000000009,0.99999998,0.999999984,0.999999988,0.999999987,0.999999973,0.318181774,0.19999999,0.199999992,0.199999992,0.199999991,0.499999988,0.49999999
28.73866769,17.25967288,42.80270044,46.76797076,41.93888576,56.88873292,50.66438279,74.84467359,66.64412794,70.1974901,83.14358715,67.96206722,71.95218459,85.38932773,80.69420109,76.43767885,72.20419759,60.53819683,65.16342027,47.7769172,43.79959806,31.42481586,34.65532036,18.16712331,0,0,0,0,0,0,0.756038121,1.758814172,2.48786333,3.007958915,1.03302368,3.549596253,3.45122903,3.041307126,2.302098044,1.891413065,0.985640225,0,0,0,0,0,0,0,1.700162543,2.151928104,1.973489787,2.159344808,1.800133722,1.956474114,1.283583361,1.514978769,1.104680534,1.27459207,1.626197234,1.786043512,1.944619461,2.143270466,2.251387347,2.116251133,1.82106298,1.445296376,1.498724993,1.278293843,1.115156253,1.395938206,1.268392242,1.680079274,0.64799999,1.000000008,1.000000007,1.000000005,1.000000008,1.000000006,1.000000009,1.000000002,1.000000005,1.000000007,0.881818187,0.881818191,0.881818194,0.200000001,0.199999993,0.199999992,0.199999992,0.199999994,0.199999991,0.199999992,0.199999991,0.199999996,0.199999991,0.499999991
32.352432,52.59911593,43.52013589,58.96869477,51.12350308,58.99990212,67.53249301,62.8835678,76.34262357,81.83452011,90.96892087,74.50549733,73.52090864,66.55648994,64.76288876,68.65338051,34.31970276,51.78821241,43.08903769,36.18286923,40.45786854,40.87114808,18.96721073,35.41466307,0,0,0,0,0,0,1.720442301,3.173487094,4.629617533,5.56379121,6.244870796,6.348702617,5.987977209,5.514500722,4.436992887,3.016551076,1.596193661,0.08425567,0,0,0,0,0,0,1.812045831,1.933677811,1.922498319,2.00733303,2.125493781,1.720160704,1.460777943,1.282828077,1.404158286,1.110751855,1.553853202,1.807387439,2.109420137,2.322589185,1.879984668,2.323922141,1.628568609,1.869283743,1.751750262,1.210910678,1.216328817,1.593376158,1.204619517,1.850378256,0.852000019,0.852000019,1.000000007,1.000000003,1.000000006,1.000000007,1.000000006,1.000000009,1.000000007,0.881818193,0.199999993,0.199999994,0.199999993,0.199999995,0.199999997,0.199999991,0.552000008,0.199999993,0.199999994,0.2,0.199999999,0.199999992,0.55200001,0.49999999
37.82369139,42.37918187,40.85518689,37.33870256,35.15139246,29.60635713,29.74288991,33.57235456,34.69318982,47.04078807,56.84916644,64.60406746,75.91978785,75.92381877,75.52748036,64.95856561,88.37913954,76.27417971,82.62881227,81.73562927,77.51164574,66.72141789,51.82513879,57.95434702,0,0,0,0,0,0,0.980239776,1.644411837,2.479649882,0.988136525,3.403770582,1.096893364,3.259000529,0.864216921,2.335435246,1.747747663,0.336717678,0.21429383,0,0,0,0,0,0,1.96048185,2.144337076,2.245196039,1.998110369,1.747730806,1.577684464,1.417762438,1.366682624,1.308790529,1.409273662,1.785304084,1.671456932,2.02037294,2.025193757,2.281013383,2.300383336,1.992837326,1.500453711,1.747569256,1.314388333,1.482338276,1.213370887,1.648238269,1.453310422,0.500000001,0.295999951,0.295999945,0.295999947,0.295999951,0.647999966,0.999999981,0.999999998,1.000000008,1.000000009,1.000000009,1.000000009,1.000000002,1,1,1.000000005,0.318181806,0.318181808,0.200000025,0.199999994,0.199999991,0.199999993,0.499999987,0.49999999
25.45942798,36.15873833,24.68906715,44.09936281,29.3702857,38.78884283,52.53884179,71.04934264,57.32464817,70.87474196,79.29067417,67.5767515,85.69709124,70.76642619,68.36350543,67.20022396,66.14622209,64.81276902,66.23578341,53.86411266,50.2938319,43.60588127,24.40419629,34.36439758,0,0,0,0,0,0,1.652079715,3.181738511,4.518793365,5.512235202,5.997218241,6.450982338,1.558639947,5.416168774,1.39900964,3.214958654,1.543764605,0.023486401,0,0,0,0,0,0,1.982139353,2.120042238,2.037304125,1.799302122,1.800105843,1.782740828,1.797963241,1.648607831,1.533807331,1.297470172,1.452265479,1.720494967,1.970401143,1.818496645,1.873990261,2.051777281,1.638544421,1.955632714,1.329703357,1.575653744,1.125954756,1.561506618,1.714200305,1.791335108,0.852000013,0.647999993,1.000000008,0.647999989,1.000000005,1.000000009,1.000000009,0.999999996,1.000000006,1.000000007,0.881818188,0.881818191,0.199999992,0.199999993,0.199999995,0.199999996,0.199999996,0.199999997,0.199999991,0.199999992,0.199999992,0.199999991,0.552000004,0.49999999
28.14291192,26.6087314,41.03190664,33.32097534,49.09052238,53.37664376,83.96830706,80.86709599,66.28752987,75.97377308,70.24907567,71.32862591,78.98075176,93.09022701,76.30854766,63.26678359,57.5110179,58.09097754,50.03277429,37.43830698,35.34378968,34.5570847,36.03873567,38.49953007,0,0,0,0,0,0,0.917309911,1.772750511,0.683629137,2.986874633,0.860207699,1.281778753,3.223046742,3.027069517,2.684025424,0.698869128,1.019185678,0,0,0,0,0,0,0,1.877895823,2.308927124,1.95826317,2.138476447,1.652903834,1.826379379,1.760815619,1.10996342,1.169134159,1.372955489,1.237606963,1.528041722,1.664600045,1.79379785,1.923840424,2.33885285,1.872096188,1.485672803,1.401860761,1.449641497,1.524066532,1.51947816,1.478188348,1.64919342,0.647999997,1.000000007,0.999999991,1.000000009,1.000000008,1.00000001,0.881818175,0.881818174,0.881818183,0.881818185,0.881818188,0.881818191,0.881818192,0.199999992,0.199999991,0.199999992,0.199999993,0.199999992,0.199999992,0.2,0.200000078,0.499999975,0.499999987,0.49999999
29.20696972,34.3385702,31.81030205,22.34676902,14.81300736,38.6043821,22.74799624,29.04890838,31.75541514,41.86663585,63.31001207,64.54061749,77.41204722,69.03487114,75.01929932,76.5110702,91.61504333,81.22415436,80.06864678,61.60933321,62.76137984,50.94806419,47.01491081,50.09647561,0,0,0,0,0,0,0.882452259,1.765765044,2.399408328,3.162054431,3.383151814,3.5509286,3.356272322,3.15524258,2.446883192,1.806044773,0.846977918,0,0,0,0,0,0,0,2.113419077,2.213970157,2.208367527,2.118019028,1.732283451,1.744569939,1.579412441,1.446815964,1.212489152,1.57542464,1.656635493,1.557876938,1.620918097,2.034010941,2.203732928,2.045246816,2.000408444,1.517128691,1.732073088,1.176071267,1.07590867,1.315196002,1.669989303,1.429596035,0.500000003,0.295999973,0.295999972,0.647999988,1.000000007,0.488978424,0.840978442,1.000000001,1.000000008,1.000000009,1.000000008,1.000000009,0.999999992,0.999999995,0.999999995,0.999999995,0.318181795,0.200000014,0.199999991,0.199999993,0.199999993,0.199999998,0.499999985,0.49999999
42.19341318,45.80873641,36.93601479,28.5191841,39.40596856,41.56501993,55.53304742,52.36325668,68.43127891,62.5471108,80.84678732,87.7798952,80.2309797,80.99366381,81.41251506,75.9836286,78.5944827,67.33025314,55.04930084,53.01855123,55.46949499,42.88416117,47.27720143,15.77103071,0,0,0,0,0,0,0.9081717,0.58332555,2.341876197,3.09764393,0.947265583,3.420598283,3.280376928,3.105816694,2.348811239,1.713208524,0.739425632,0,0,0,0,0,0,0,1.742799669,1.953197591,2.140997879,1.919741689,1.837848827,1.770448207,1.22071527,1.146858887,1.381142533,1.153705823,1.771518833,1.986072695,1.895712835,2.185092205,2.120312271,2.068250313,1.861659598,1.474623297,1.701410411,1.147368683,1.095863888,1.583560689,1.792500631,1.832304534,0.500000002,0.500000001,0.647999978,0.999999996,1.000000003,1.000000008,1.000000007,1.000000009,1.000000006,1.000000009,0.999999945,0.318181745,0.318181736,0.318181686,0.200000003,0.200000003,0.199999991,0.199999992,0.199999993,0.199999995,0.199999992,0.199999995,0.19999999,0.499999991
