Precio_H1,Precio_H2,Precio_H3,Precio_H4,Precio_H5,Precio_H6,Precio_H7,Precio_H8,Precio_H9,Precio_H10,Precio_H11,Precio_H12,Precio_H13,Precio_H14,Precio_H15,Precio_H16,Precio_H17,Precio_H18,Precio_H19,Precio_H20,Precio_H21,Precio_H22,Precio_H23,Precio_H24,FV_H1,FV_H2,FV_H3,FV_H4,FV_H5,FV_H6,FV_H7,FV_H8,FV_H9,FV_H10,FV_H11,FV_H12,FV_H13,FV_H14,FV_H15,FV_H16,FV_H17,FV_H18,FV_H19,FV_H20,FV_H21,FV_H22,FV_H23,FV_H24,Demanda_H1,Demanda_H2,Demanda_H3,Demanda_H4,Demanda_H5,Demanda_H6,Demanda_H7,Demanda_H8,Demanda_H9,Demanda_H10,Demanda_H11,Demanda_H12,Demanda_H13,Demanda_H14,Demanda_H15,Demanda_H16,Demanda_H17,Demanda_H18,Demanda_H19,Demanda_H20,Demanda_H21,Demanda_H22,Demanda_H23,Demanda_H24,SOC_Final_H1,SOC_Final_H2,SOC_Final_H3,SOC_Final_H4,SOC_Final_H5,SOC_Final_H6,SOC_Final_H7,SOC_Final_H8,SOC_Final_H9,SOC_Final_H10,SOC_Final_H11,SOC_Final_H12,SOC_Final_H13,SOC_Final_H14,SOC_Final_H15,SOC_Final_H16,SOC_Final_H17,SOC_Final_H18,SOC_Final_H19,SOC_Final_H20,SOC_Final_H21,SOC_Final_H22,SOC_Final_H23,SOC_Final_H24
31.590907924685787,19.358942160432743,33.35384051021373,46.12886148912811,37.90832011539328,46.60682282459327,63.717711427425314,68.86494617392296,57.07566649380849,72.41742102297962,69.97503115465607,92.92817923010955,70.44360915131799,63.421636851333034,56.71666193666796,68.26664301326531,51.39909312427304,39.39624962180929,45.73967690736302,28.95995385251824,15.261762643953992,9.504261096133146,34.982318305069356,30.703878425046756,0.0,0.0,0.0,0.0,0.0,0.0,0.8176102195489837,1.5795016538004771,2.233752660595368,2.735777115021494,3.051362880144352,3.1590033076009547,3.051362880144352,2.7357771150214942,2.233752660595368,1.5795016538004771,0.8176102195489846,3.868663289149411e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.58880444630428,1.117511324756145,1.2543100885333232,1.1408743248924782,1.2426525133189086,1.1026719067476731,1.4089878613045055,1.6646976927525534,1.9931332698635058,1.958282947327403,1.7548283765001271,1.7115671287714804,1.4678065885663587,1.406658869845022,0.8717839439577735,1.0120578785256549,0.9557908781484671,1.3585666659877051,1.3665780455813548,1.6031221935391355,2.0848430746409146,2.1115010289496463,2.0242286588103227,1.830734765615896,0.6400000189522771,0.8800000391656294,0.999999996799359,1.0000000007798175,1.0000000057072214,1.0000000096590858,1.0000000091972336,1.0000000044231763,1.0000000087965693,0.8250000090517887,0.8250000121145964,0.1999999918495037,0.19999999149989656,0.19999999546009645,0.19999999981958663,0.19999999022952722,0.19999999061407683,0.19999999491048284,0.19999999018243592,0.19999999443975083,0.4400000144115984,0.680000034577354,0.3999999861966978,0.3999999901074502
10.927585896897154,29.114401009237017,33.87646651805869,29.88168813061568,41.229907681542514,55.632292607709076,62.848151720579324,63.919653586893816,63.967444957981016,71.3201285282695,65.12492641767619,90.05767293394418,69.34581731562366,82.07779414230258,83.09702941321964,78.36131582629118,51.3523092873208,39.56467861156342,30.81401175618378,35.35001327150439,42.12957722268527,33.187080815372866,6.672799550350129,24.40083825179707,0.0,0.0,0.0,0.0,0.0,0.0,1.0037258004394178,1.939049346314202,2.7422298836682293,3.3585319861994174,3.7459556841076473,3.8780986926284045,3.7459556841076473,3.358531986199418,2.7422298836682293,1.939049346314202,1.0037258004394187,4.74930115070491e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.578527379597054,1.1091382539510248,1.1515505483122639,1.1478620208406944,1.2012833870826782,1.0559214293553723,1.6370766811738902,1.5781585957513966,1.9680018159279473,1.8574438935437407,2.0735755638881193,1.5802831142334224,1.3423566904142357,1.4189664702072795,1.1305730441588855,0.9258510247122074,1.0307065893326477,1.2435023208844902,1.6640470557911249,1.8383127974528186,2.1261408695656874,1.8829753232509119,1.913117205338388,1.5823112225924634,0.6400000202679734,0.8800000374188175,0.8800000422276731,1.000000005540557,1.0000000095820145,1.0000000094761483,1.0000000068135482,1.0000000067207433,1.0000000091225052,1.000000005514398,1.0000000096414994,0.3749999897467523,0.37499999412223645,0.37499999501757275,0.19999999090416118,0.19999999013974187,0.19999999022765286,0.1999999940125911,0.19999999892965234,0.20000000320226768,0.19999999043902783,0.1999999904174233,0.4400000104364166,0.3999999901540462
24.764819536544934,25.608034722413926,31.950774286869173,25.95246048084091,38.04026379965564,55.98059968539796,44.918324803895075,71.15185812885177,82.66013292677724,86.04423737310023,89.5857924936082,71.60919855428614,91.62813940108687,88.53281352383871,81.2281473874833,55.208558628061475,67.44794324999903,60.370769711069514,28.749651735338755,42.503903820629574,27.90540790884085,22.939869948785912,12.575037073206582,8.026237717559283,0.0,0.0,0.0,0.0,0.0,0.0,1.4429158188422089,2.787499309161456,3.942119328121765,4.828090429530787,5.385035146963974,5.574998618322913,5.385035146963974,4.828090429530788,3.942119328121765,2.787499309161456,1.4429158188422102,6.827404213180072e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.416937040233799,1.1648347286703635,1.00278445453274,1.0277590491123239,0.9963343751856392,1.1221643958785417,1.5349180551303272,1.5990679069512896,2.060184705942525,2.143857031154898,1.8850683790597604,1.7726174706408302,1.5488491421892214,1.3627922002023634,0.9197914579417537,0.9067135950991009,1.1779556872998465,1.3378197813927124,1.6810060250328882,1.591411272635519,1.9371150015716116,1.9538984153451886,2.1013946523491533,1.8099731018292233,0.6400000182363005,0.8800000315001738,0.8800000359641521,1.0000000066511947,1.0000000098628212,1.0000000052340599,1.000000009718705,1.0000000096829949,1.0000000090555872,1.0000000092293087,0.8250000094545941,0.8250000139140283,0.19999999532463703,0.19999999058813797,0.19999999025104323,0.19999999468442958,0.19999999019410356,0.19999999023019185,0.19999999598335455,0.1999999902460851,0.19999999103078278,0.19999999043128508,0.199999992619846,0.39999999029972544
34.3113711099228,33.614899172485664,38.79160446327961,30.797033829708504,46.90228728326295,45.974599924017895,67.31461249490616,66.58698838325267,59.27254596861459,75.94903165573703,72.37253246924237,82.3217108836424,64.44144018404903,87.62971600331102,65.77059166551962,68.78693079486843,68.09108725235035,56.291879093054604,55.39084243501936,34.569413740522656,24.018948889304134,25.208126827635695,24.46872153375882,14.10803424247555,0.0,0.0,0.0,0.0,0.0,0.0,0.8465791916460887,1.6354654104197595,2.3128973642077044,2.8327091848685098,3.1594765558537934,3.2709308208395194,3.1594765558537934,2.83270918486851,2.3128973642077044,1.6354654104197595,0.8465791916460896,4.005734959973542e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.513469459424616,1.328240497039929,1.1707596074538538,1.0667155190319806,0.9370838065898827,1.1558828649264246,1.5913502880472845,1.8215685049874553,1.8883207380606988,2.103259062055668,1.734442110243008,1.6695846996579427,1.3495603257166089,1.1751977314540876,1.2366906487022025,0.8858474821113417,1.129207966765431,1.185774020350206,1.6859045001648398,1.68508071357108,1.842564282733092,2.002735911676164,1.8480252215566884,1.6047687913538982,0.5199999599474471,0.759999976805396,0.759999981588712,1.000000001239425,1.0000000054104732,1.0000000097043777,1.0000000029740919,1.0000000052220557,1.0000000094932606,1.0000000054243696,1.000000009262281,0.825000005545436,0.8250000100398535,0.19999999031684557,0.19999999413138264,0.19999999379589603,0.19999999035837426,0.19999999225816661,0.19999999018000067,0.19999999043131578,0.19999999393902726,0.19999999393144507,0.1999999913009563,0.39999999017051757
20.135704743460536,32.902677633572765,38.637485142903024,35.37577996643193,44.3936012826688,62.032875278355476,70.40682399107104,69.3614189547406,73.46662321375356,87.48259823843348,65.5951726167858,77.04427543935088,79.7368480126475,68.32621746136812,60.453651385375494,69.09917154141135,50.13611079674189,35.49390487824535,33.4844752340349,41.40190750994878,38.93850549690582,24.02339155780418,26.83175301925297,32.63540542039383,0.0,0.0,0.0,0.0,0.0,0.0,0.9971943260486568,1.9264315067186386,2.7243855637843355,3.336677246938147,3.721579889832992,3.8528630134372777,3.721579889832992,3.3366772469381476,2.7243855637843355,1.9264315067186386,0.9971943260486578,4.718396356959188e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.6268091604859312,1.4366961222140824,0.8861679098344163,1.1294397996433905,1.2185449904406083,1.3242574168082437,1.4451265295920963,1.83547993177334,2.0916393668666613,2.145315111635996,1.9948466674283147,1.9218266551470786,1.4807086274032892,1.2870345514173884,1.0819202755532493,0.9343360939344444,1.0451210752178364,1.3982496385557888,1.416812417703704,1.9036306596356982,1.946713816008071,2.1172005986572935,1.8453943670555777,1.9292700994702179,0.6400000202351774,0.8800000395944286,0.8800000446060464,1.000000004954622,1.000000009345578,1.0000000095586343,1.000000005931823,1.0000000084113194,1.0000000088072682,0.3749999888585451,0.3749999932579289,0.3749999964544005,0.19999999051368988,0.19999999333711677,0.19999999751383746,0.19999999020122178,0.19999999047009537,0.1999999948232849,0.1999999993180645,0.19999999021506012,0.19999999151675932,0.3999999810822629,0.3999999860877343,0.3999999901001386
12.497563847920553,11.227222096097641,18.441541477634118,29.35427850568329,52.79832335455729,49.96452362162634,63.65002938873043,59.909584714986025,69.91247009563448,83.6501356474353,64.70860408620601,87.45346699527668,78.31324648309817,86.41252479994688,86.00972360933261,51.865575117432826,43.832847859551585,42.394467726384,35.64613538152257,23.612918970401648,23.36506023348036,20.450205728401066,17.787267978711405,11.992331447034132,0.0,0.0,0.0,0.0,0.0,0.0,0.6840046913356137,1.3213955933279034,1.8687355693443641,2.288724304541551,2.552740260679978,2.642791186655807,2.552740260679978,2.2887243045415513,1.8687355693443641,1.3213955933279034,0.6840046913356144,3.2364857675528696e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.388321783164971,1.3766660618759354,0.9427667211129866,0.8016885602064631,1.2366090872774858,1.312646311964815,1.485062516705756,1.7898902014907623,1.7628760332141473,2.1719927572084874,2.1118496848267534,1.7420180620995347,1.6363052688815125,1.102521614570082,1.039250934424728,0.9358898709300569,1.0784279198656928,1.305902478851844,1.6594794919207079,1.7382039909206235,2.082329481225747,2.005045644977362,1.9280850175096025,1.8596846625474088,0.6400000198649171,0.8800000398177389,1.0000000078866438,1.0000000098335853,1.0000000059549146,1.000000009579224,1.0000000054901572,1.0000000093590475,1.0000000097152748,1.0000000033605905,1.0000000078937166,0.3749999910795568,0.37499999522001154,0.20000000665525589,0.19999999011051947,0.19999999047489364,0.19999999192545675,0.1999999905768641,0.19999999036106902,0.19999999289076745,0.19999999130036314,0.1999999921182175,0.19999999477297206,0.3999999902006005
15.271050448409264,27.552065495577327,19.488975378173336,38.37175743856043,29.91373061670047,39.84567206586693,45.909248383126766,62.31679244959874,71.36345420283628,84.20077563061301,91.78196599901908,90.97735484422992,83.79277574764542,67.51976767364084,81.60577934540503,52.174886088007625,70.16539102395237,61.085037028341816,39.55853018368403,27.674291847649197,14.55937178472085,32.63144999144225,15.880478123638763,6.918669706177109,0.0,0.0,0.0,0.0,0.0,0.0,1.115440519694527,2.154865611324487,3.047440172626481,3.732336722296981,4.162880692321008,4.309731222648975,4.162880692321008,3.7323367222969814,3.047440172626481,2.154865611324487,1.115440519694528,5.277898547002476e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.6719919962382486,1.1082007633658717,0.9991517843282745,1.004410313376793,0.953239355649827,1.448387972528674,1.3459222687365204,1.6973478464170806,2.0228506033984215,1.8031473076917097,1.8452405207647522,1.5718796400029356,1.3881033090949373,1.4044586512620707,1.1466072520913033,0.8550361155001209,1.1861365464605584,1.417140047154662,1.4566296885858183,1.5599228000399128,1.7784918448851146,2.1304330937878455,1.760147173984814,1.702740802625506,0.6400000201688023,0.75999997575515,0.9999999957972582,0.9999999996060134,1.0000000044393484,1.0000000079043405,1.000000009962208,1.0000000096504147,1.0000000096846586,1.000000009472088,0.3749999937154202,0.19999999128107843,0.19999999203202704,0.19999999634214694,0.19999999030849108,0.19999999498343526,0.19999999040324906,0.19999999015332692,0.19999999087263756,0.1999999948289709,0.4400000147406211,0.19999999017663309,0.1999999908554276,0.39999999034770667
22.25543264019215,29.941231014759897,23.337634118072916,49.79668125348316,36.93459508134983,46.56127060639345,52.20472664784229,53.25435622771956,75.6881774698888,80.36552542628016,92.06932083511339,89.47854417238324,77.08064638403856,80.42957915457347,73.8025988244388,73.95348333866872,53.67054154086883,43.123164918458535,36.124867493805596,42.97533353716263,22.736454409516657,17.038538357673513,30.79396691525754,13.077310295121503,0.0,0.0,0.0,0.0,0.0,0.0,0.7371068704040213,1.423981125716707,2.013813420551875,2.4664076587604615,2.750920290955896,2.8479622514334144,2.750920290955896,2.466407658760462,2.013813420551875,1.423981125716707,0.7371068704040222,3.4877478553104205e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.385803423313465,1.059887390665381,1.1563298245666376,0.9603065217976734,1.1128656749799721,1.329624723996757,1.645299193534911,1.7762201472937809,1.9555515476914849,2.0718206235485637,1.7697364788022898,1.7418727140038428,1.653647158997117,1.2051926766844527,1.0002149937140612,0.9867281324395382,0.9151261017330223,1.092533354077849,1.6099742103273795,1.838310672775676,1.8643832064057497,1.9448374112726214,2.0935172547383307,1.6773489961532402,0.6400000200337492,0.7599999884143326,1.0000000083897131,0.9999999984892448,1.0000000031763978,1.0000000065508525,1.0000000073911457,1.0000000098256858,1.0000000091441055,1.0000000095481734,0.374999990568156,0.19999999081893083,0.1999999939724957,0.19999999076925723,0.19999999298992585,0.19999999018212544,0.19999999035133614,0.19999999311508365,0.1999999973176874,0.19999999029761445,0.19999999479708053,0.44000001412268325,0.19999999036280044,0.3999999901839574
30.171947747078523,35.40641747401078,30.735536063595106,39.13450143570188,51.28012195082946,54.92126061168054,54.860431664662876,75.8791203030452,67.77164299315217,86.02379606018397,82.79502119967398,72.57343568102864,65.52227365782491,85.18402699742009,70.75754874361849,70.81985507565031,56.996400388414756,52.58603717812854,40.34677433464141,37.31859933668099,16.837017342377933,16.547150422760005,24.568729577626865,34.61422410047523,0.0,0.0,0.0,0.0,0.0,0.0,1.0925511032860742,2.1106466544092686,2.9849051240429874,3.655747242262123,4.077456227329062,4.221293308818538,4.077456227329062,3.6557472422621236,2.9849051240429874,2.1106466544092686,1.0925511032860753,5.169593338906762e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3734996600266116,1.3698103881178083,1.0884931477923625,0.9790122507819496,1.1413697017562185,1.3943640496010783,1.5557195142224995,1.8202330874097508,1.7480054751541552,1.842188455193483,1.7489843931317812,1.8060727119283126,1.5671870955342753,1.2053402886638511,0.9133676251586794,0.9957250305092911,1.0571919524376465,1.2291120356574337,1.5122507126649238,1.8832684321428041,1.9134358834309753,1.8697906629446417,1.9822451769580047,1.7166519833064877,0.6400000198909641,0.7599999765265797,0.9999999963586649,1.000000001157981,1.0000000044755863,1.000000006605563,1.0000000097371793,1.000000005316781,1.0000000093123464,0.3749999933647608,0.3749999963764379,0.3750000007116028,0.37500000523903443,0.1999999903089412,0.1999999930434273,0.19999999027573856,0.1999999910824051,0.19999999003185834,0.19999999155186257,0.1999999916021245,0.44000001143815604,0.6800000313009787,0.6800000364226729,0.39999999010859283
14.354845658662285,23.627262787778108,29.40329122507668,32.13162993841263,34.9709681025852,47.41807223169118,54.71605297001093,64.83451368463525,68.45117144198872,90.76187854363384,80.70386108594539,83.56183850610299,72.38120191332916,74.3619345177905,68.74274276205215,62.81536007223738,59.481264456633724,43.94397562852593,27.650702570148507,34.75337041049044,38.30860108932713,28.658917525881076,28.53245110942918,5.442838859742137,0.0,0.0,0.0,0.0,0.0,0.0,0.901379979626515,1.7413324032423299,2.4626159012650386,3.0160761952817317,3.3639958808915535,3.48266480648466,3.3639958808915535,3.016076195281732,2.4626159012650386,1.7413324032423299,0.9013799796265158,4.2650343077645755e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.5805069232303022,1.0761695943625194,0.9618234552052596,0.8025296214523101,1.147738497506908,1.2477421853265065,1.3697542377279481,1.5817631323243972,1.7648016855123383,1.9161159227003768,2.0334523864338165,1.569964426880083,1.6704292863310113,1.2644927316564343,0.944964604044399,1.0065232048066426,0.8818163844139589,1.0888367769258598,1.4181146716965476,1.717420736808045,1.957114398728454,1.9419720871321187,1.9244255175181686,1.8256942155063611,0.6400000202211414,0.8800000401362075,0.9999999979106318,1.0000000030891147,1.0000000077456996,1.0000000095465287,1.0000000096294719,1.0000000090268732,1.0000000097345478,0.37499998982113397,0.3749999930942835,0.19999999050722853,0.19999999426718507,0.19999999070431426,0.1999999906356098,0.19999999108619904,0.19999999024240783,0.19999999060570697,0.19999999617760633,0.19999999995035933,0.19999999047005027,0.19999999293150453,0.19999999018506662,0.39999999044198764
